Project,Client,Title,Duration
SOS2021-09,,#98 Implementar un sistema de persistencia | pr. p4,00:15:40
SOS2021-09,,Actualizar el index.html | pr. p9,00:00:15
SOS2021-09,,Actualizar Repositorios,00:25:00
SOS2021-09,,Actualizar Repositorios | gr. p3 | pr. p8,00:46:00
SOS2021-09,,Asegurarme de que la actualización que haya hecho funcione bien en heroku | gr. p2,00:41:00
SOS2021-09,,Crear coleccion de Postman,00:27:00
SOS2021-09,,Crear endpoint (ruta) /info/cut-off-marks-by-degrees-us,01:21:00
SOS2021-09,,Front #162,06:40:00
SOS2021-09,,Hacer pruebas de la implementación del servidor web,01:42:31
SOS2021-09,,Implementar API | pr. p5,02:25:00
SOS2021-09,,Implementar búsquedas por todos los campos del recurso. | pr. p2,01:00:00
SOS2021-09,,Implementar frontend #149,06:20:00
SOS2021-09,,Implementar gráfica API propia,00:30:00
SOS2021-09,,Instalar Postman,00:38:00
SOS2021-09,,Integracion #168,04:21:04
SOS2021-09,,"Organizando GitHub, y probando la integración con Goorm y Toggl",00:45:00
SOS2021-09,,Organizando las issues de GitHub para F02,00:36:00
SOS2021-09,,Organizando las issues de Github para F03,00:42:25
SOS2021-09,,Organizando las issues de Github para F04,00:45:00
SOS2021-09,,Organizando las issues de Github para F06,01:06:00
SOS2021-09,,Preparar issues F07,00:05:36
SOS2021-09,,Preparar issues F08,00:13:00
SOS2021-09,,Puppeteer support #168,03:02:08
SOS2021-09,,"Realizando las tareas para el la sesión de Feedback F01 (issues 4, 8 12 y 16)",01:27:32
SOS2021-09,,Rellenar ficha de datos,00:45:00
SOS2021-09,,Revisar el buen uso del error 400 | pr. p12,00:15:00
SOS2021-09,,"Revisar integraciones, instalación y datos rellenados.",00:06:50
SOS2021-09,,"Revisar la API implementada | pr. p6, p7",01:20:00
SOS2021-09,,Revisar la devolución de los GETS | pr. p11,00:15:00
SOS2021-09,,Revisar la recepción y envío de datos en la API | pr. 13,00:17:00
SOS2021-09,,Revisar los identificadores de recursos | pr. p10,00:15:00
SOS2021-09,,Revisar Piazza,00:31:15
